image_name,face_height_to_width,eyes_distance_to_width,eyes_nose_to_height,eyes_mouth_to_height,lips_thickness_to_height,lips_length_to_width,nose_mouth_to_height,nose_width_to_width,nose_width_to_eye_distance,eyes_width_to_eyes_height,chin_height_to_height,eyebrows_eyes_to_height,lips_width_to_lips_height,skin_color_r,skin_color_g,skin_color_b,race
10_0_0_20170110224757882.jpg,0.876923077,0.523076923,0.280701754,0.359649123,0.096491228,0.346153846,0.078947368,0.153846154,0.294117647,8.5,0.219298246,0.157894737,4.090909091,154,132,127,0
10_0_0_20170110225013755.jpg,0.976190476,0.55952381,0.219512195,0.317073171,0.134146341,0.321428571,0.097560976,0.142857143,0.255319149,9.4,0.304878049,0.158536585,2.454545455,238,200,187,0
10_0_0_20170110225035898.jpg,0.86407767,0.582524272,0.280898876,0.359550562,0.078651685,0.40776699,0.078651685,0.194174757,0.333333333,10,0.280898876,0.134831461,6,186,142,134,0
10_0_0_20170110225227587.jpg,0.934210526,0.539473684,0.295774648,0.366197183,0.14084507,0.302631579,0.070422535,0.144736842,0.268292683,8.2,0.253521127,0.098591549,2.3,250,191,146,0
10_0_0_20170110225243501.jpg,0.995348837,0.618604651,0.285046729,0.364485981,0.107476636,0.376744186,0.079439252,0.16744186,0.270676692,10.23076923,0.285046729,0.154205607,3.52173913,216,167,135,0
10_0_0_20170110225246490.jpg,0.826086957,0.600790514,0.306220096,0.421052632,0.110047847,0.308300395,0.114832536,0.14229249,0.236842105,10.13333333,0.23923445,0.129186603,3.391304348,211,168,118,0
10_0_0_20170110225252799.jpg,0.937062937,0.587412587,0.27238806,0.369402985,0.130597015,0.300699301,0.097014925,0.15034965,0.255952381,9.333333333,0.257462687,0.160447761,2.457142857,221,154,131,0
10_0_0_20170110225402690.jpg,0.975,0.65,0.333333333,0.358974359,0.076923077,0.45,0.025641026,0.2,0.307692308,8.666666667,0.256410256,0.128205128,6,224,181,161,0
10_0_0_20170110225414790.jpg,0.796992481,0.586466165,0.283018868,0.349056604,0.103773585,0.421052632,0.066037736,0.187969925,0.320512821,11.14285714,0.245283019,0.141509434,5.090909091,182,127,121,0
10_0_0_20170110225417177.jpg,0.895765472,0.61237785,0.341818182,0.432727273,0.098181818,0.442996743,0.090909091,0.188925081,0.308510638,9.894736842,0.265454545,0.123636364,5.037037037,221,180,153,0
10_0_0_20170110225421531.jpg,0.95,0.638888889,0.251461988,0.315789474,0.081871345,0.472222222,0.064327485,0.2,0.313043478,12.77777778,0.233918129,0.187134503,6.071428571,218,177,168,0
10_0_0_20170110225442428.jpg,0.815384615,0.6,0.333333333,0.408805031,0.094339623,0.446153846,0.075471698,0.174358974,0.290598291,13,0.245283019,0.119496855,5.8,210,166,153,0
10_0_0_20170110225444491.jpg,0.96969697,0.651515152,0.265625,0.34375,0.078125,0.454545455,0.078125,0.181818182,0.279069767,10.75,0.21875,0.171875,6,203,170,164,0
10_0_0_20170110225451638.jpg,0.93597561,0.567073171,0.296416938,0.381107492,0.074918567,0.423780488,0.084690554,0.182926829,0.322580645,13.28571429,0.231270358,0.153094463,6.043478261,215,184,172,0
10_0_0_20170110225502403.jpg,0.870748299,0.605442177,0.296875,0.375,0.1015625,0.469387755,0.078125,0.217687075,0.359550562,17.8,0.28125,0.15625,5.307692308,204,151,126,0
10_0_0_20170110225505288.jpg,0.8125,0.5390625,0.442307692,0.528846154,0.096153846,0.3203125,0.086538462,0.1796875,0.333333333,11.5,0.192307692,0.115384615,4.1,233,194,173,0
10_0_0_20170110225518663.jpg,0.925925926,0.62962963,0.297777778,0.397777778,0.113333333,0.41563786,0.1,0.205761317,0.326797386,9.870967742,0.237777778,0.146666667,3.960784314,138,92,73,0
10_0_0_20170110225528484.jpg,0.897515528,0.633540373,0.325259516,0.378316032,0.101499423,0.445134576,0.053056517,0.201863354,0.318627451,9,0.24567474,0.114186851,4.886363636,226,160,135,0
10_0_0_20170110225537307.jpg,0.926332288,0.633751306,0.276931754,0.345741681,0.107163001,0.367293626,0.068809927,0.187042842,0.295136026,8.919117647,0.25606317,0.128595601,3.7,189,145,134,0
10_0_0_20170110225546130.jpg,0.921052632,0.657894737,0.285714286,0.371428571,0.114285714,0.434210526,0.085714286,0.210526316,0.32,12.5,0.285714286,0.157142857,4.125,213,185,171,0
10_0_0_20170110225557604.jpg,0.901408451,0.633802817,0.3125,0.375,0.109375,0.38028169,0.0625,0.183098592,0.288888889,9,0.234375,0.125,3.857142857,230,182,137,0
10_0_0_20170110225601897.jpg,0.882198953,0.636125654,0.326409496,0.412462908,0.133531157,0.418848168,0.086053412,0.191099476,0.300411523,9,0.255192878,0.09495549,3.555555556,222,177,152,0
10_0_0_20170116201102149.jpg,0.926229508,0.606557377,0.327433628,0.433628319,0.097345133,0.336065574,0.10619469,0.172131148,0.283783784,9.25,0.238938053,0.14159292,3.727272727,153,135,131,0
10_0_0_20170117143048181.jpg,0.938053097,0.539823009,0.273584906,0.386792453,0.103773585,0.336283186,0.113207547,0.168141593,0.31147541,9.384615385,0.268867925,0.179245283,3.454545455,159,120,99,0
10_0_0_20170117175625724.jpg,0.893292683,0.591463415,0.307167235,0.399317406,0.092150171,0.432926829,0.092150171,0.176829268,0.298969072,10.21052632,0.23890785,0.116040956,5.259259259,227,205,179,0
10_0_0_20170120220628194.jpg,0.931677019,0.590062112,0.306666667,0.393333333,0.126666667,0.372670807,0.086666667,0.180124224,0.305263158,8.636363636,0.226666667,0.14,3.157894737,225,216,198,0
10_0_1_20170104010841239.jpg,0.87254902,0.62745098,0.303370787,0.382022472,0.101123596,0.392156863,0.078651685,0.18627451,0.296875,9.142857143,0.179775281,0.168539326,4.444444444,193,143,108,1
10_0_1_20170110220507258.jpg,0.993464052,0.660130719,0.289473684,0.361842105,0.111842105,0.54248366,0.072368421,0.22875817,0.346534653,14.42857143,0.203947368,0.190789474,4.882352941,171,131,113,1
10_0_1_20170110220523360.jpg,0.928571429,0.583333333,0.333333333,0.397435897,0.102564103,0.44047619,0.064102564,0.178571429,0.306122449,9.8,0.217948718,0.128205128,4.625,240,183,141,1
10_0_1_20170110223455893.jpg,0.973684211,0.605263158,0.243243243,0.324324324,0.108108108,0.394736842,0.081081081,0.157894737,0.260869565,7.666666667,0.297297297,0.162162162,3.75,228,171,128,1
10_0_1_20170110223848885.jpg,0.829268293,0.585365854,0.323529412,0.382352941,0.117647059,0.390243902,0.058823529,0.170731707,0.291666667,8,0.264705882,0.147058824,4,196,130,102,1
10_0_1_20170110225121326.jpg,0.965432099,0.671604938,0.260869565,0.342710997,0.115089514,0.540740741,0.081841432,0.256790123,0.382352941,10.88,0.250639386,0.158567775,4.866666667,181,169,165,1
10_0_1_20170110225339066.jpg,0.9375,0.614583333,0.277777778,0.344444444,0.133333333,0.458333333,0.066666667,0.21875,0.355932203,8.428571429,0.188888889,0.155555556,3.666666667,234,182,151,1
10_0_1_20170116225209209.jpg,0.897196262,0.663551402,0.291666667,0.40625,0.1875,0.317757009,0.114583333,0.196261682,0.295774648,8.875,0.145833333,0.166666667,1.888888889,176,111,89,1
10_0_2_20161219190639572.jpg,0.816326531,0.571428571,0.35,0.45,0.1,0.244897959,0.1,0.163265306,0.285714286,7,0.175,0.125,3,211,171,153,2
10_0_2_20170110224230094.jpg,0.906976744,0.604651163,0.282051282,0.358974359,0.166666667,0.279069767,0.076923077,0.162790698,0.269230769,8.666666667,0.166666667,0.153846154,1.846153846,220,187,167,2
10_0_2_20170116162109013.jpg,0.931034483,0.586206897,0.291005291,0.37037037,0.132275132,0.443349754,0.079365079,0.206896552,0.352941176,14.875,0.201058201,0.19047619,3.6,217,182,172,2
10_0_3_20161220215952636.jpg,0.847682119,0.602649007,0.359375,0.40625,0.1015625,0.503311258,0.046875,0.225165563,0.373626374,10.11111111,0.25,0.1953125,5.846153846,223,157,123,3
10_0_3_20170104225233504.jpg,0.946428571,0.616071429,0.245283019,0.301886792,0.132075472,0.446428571,0.056603774,0.214285714,0.347826087,9.857142857,0.29245283,0.188679245,3.571428571,226,188,175,3
10_0_3_20170104225238736.jpg,0.912751678,0.530201342,0.308823529,0.360294118,0.095588235,0.382550336,0.051470588,0.187919463,0.35443038,7.9,0.242647059,0.125,4.384615385,186,154,138,3
10_0_4_20161221192738446.jpg,1.028571429,0.6,0.287037037,0.333333333,0.106481481,0.480952381,0.046296296,0.204761905,0.341269841,9.692307692,0.263888889,0.148148148,4.391304348,210,175,154,4
10_0_4_20170103200335831.jpg,0.931271478,0.60137457,0.302583026,0.394833948,0.070110701,0.450171821,0.092250923,0.192439863,0.32,17.5,0.26199262,0.158671587,6.894736842,232,174,147,4
10_0_4_20170103200409638.jpg,0.930283224,0.588235294,0.276346604,0.402810304,0.067915691,0.411764706,0.1264637,0.176470588,0.3,9.642857143,0.302107728,0.156908665,6.517241379,204,152,118,4
10_0_4_20170103200443015.jpg,0.853603604,0.605855856,0.292875989,0.36939314,0.118733509,0.407657658,0.07651715,0.20045045,0.330855019,10.76,0.255936675,0.179419525,4.022222222,245,177,145,4
10_0_4_20170103200501766.jpg,0.88125,0.597916667,0.278959811,0.359338061,0.120567376,0.460416667,0.080378251,0.204166667,0.341463415,15.94444444,0.196217494,0.184397163,4.333333333,219,170,144,4
10_0_4_20170103201924664.jpg,0.914096916,0.588105727,0.306024096,0.409638554,0.079518072,0.374449339,0.103614458,0.162995595,0.277153558,11.125,0.306024096,0.14939759,5.151515152,217,158,128,4
10_0_4_20170103202338152.jpg,0.888888889,0.619047619,0.303571429,0.410714286,0.116071429,0.380952381,0.107142857,0.19047619,0.307692308,7.8,0.267857143,0.116071429,3.692307692,184,150,127,4
10_0_4_20170103212521420.jpg,0.973333333,0.604444444,0.292237443,0.351598174,0.100456621,0.413333333,0.059360731,0.2,0.330882353,9.714285714,0.187214612,0.150684932,4.227272727,168,136,119,4
10_0_4_20170103223451479.jpg,1.030120482,0.56626506,0.286549708,0.374269006,0.116959064,0.325301205,0.087719298,0.174698795,0.308510638,7.230769231,0.222222222,0.134502924,2.7,188,142,128,4
10_0_4_20170104010810728.jpg,0.914529915,0.58974359,0.224299065,0.308411215,0.102803738,0.512820513,0.08411215,0.213675214,0.362318841,23,0.252336449,0.205607477,5.454545455,208,170,150,4
10_1_0_20161220222001459.jpg,0.860824742,0.608247423,0.293413174,0.395209581,0.095808383,0.350515464,0.101796407,0.154639175,0.254237288,8.428571429,0.275449102,0.137724551,4.25,201,142,120,0
10_1_0_20170103175323250.jpg,0.902597403,0.590909091,0.294964029,0.388489209,0.122302158,0.350649351,0.09352518,0.162337662,0.274725275,6.5,0.237410072,0.151079137,3.176470588,180,133,104,0
10_1_0_20170103200654246.jpg,0.937629938,0.648648649,0.261640798,0.365853659,0.099778271,0.451143451,0.10421286,0.205821206,0.317307692,22.28571429,0.223946785,0.199556541,4.822222222,234,192,179,0
10_1_0_20170109201728056.jpg,0.867321867,0.621621622,0.274787535,0.376770538,0.130311615,0.346437346,0.101983003,0.152334152,0.245059289,10.12,0.243626062,0.161473088,3.065217391,212,178,154,0
10_1_0_20170109202251032.jpg,0.9375,0.625,0.333333333,0.4,0.111111111,0.333333333,0.066666667,0.1875,0.3,7.5,0.244444444,0.155555556,3.2,205,167,150,0
10_1_0_20170109202346880.jpg,1.014836795,0.676557864,0.346491228,0.425438596,0.102339181,0.360534125,0.078947368,0.195845697,0.289473684,8.290909091,0.223684211,0.165204678,3.471428571,230,197,183,0
10_1_0_20170109203218966.jpg,0.957746479,0.647887324,0.25,0.338235294,0.102941176,0.450704225,0.088235294,0.211267606,0.326086957,11.5,0.220588235,0.205882353,4.571428571,197,153,133,0
10_1_0_20170109203245653.jpg,0.921568627,0.666666667,0.319148936,0.382978723,0.106382979,0.431372549,0.063829787,0.196078431,0.294117647,6.8,0.191489362,0.127659574,4.4,214,173,148,0
10_1_0_20170109203357787.jpg,0.807086614,0.527559055,0.36097561,0.463414634,0.097560976,0.299212598,0.102439024,0.161417323,0.305970149,7.882352941,0.214634146,0.107317073,3.8,240,194,169,0
10_1_0_20170109203427416.jpg,0.874371859,0.633165829,0.373563218,0.413793103,0.091954023,0.497487437,0.040229885,0.211055276,0.333333333,9.692307692,0.212643678,0.120689655,6.1875,237,205,183,0
10_1_0_20170109203438428.jpg,0.870253165,0.674050633,0.349090909,0.421818182,0.149090909,0.360759494,0.072727273,0.170886076,0.253521127,7.888888889,0.221818182,0.109090909,2.780487805,191,153,136,0
10_1_0_20170109203501969.jpg,0.906586826,0.639520958,0.359313078,0.422721268,0.095112285,0.45508982,0.06340819,0.208383234,0.325842697,10.68,0.184940555,0.118890357,5.277777778,213,156,134,0
10_1_0_20170109203512075.jpg,0.953846154,0.615384615,0.322580645,0.467741935,0.096774194,0.353846154,0.14516129,0.184615385,0.3,13.33333333,0.209677419,0.129032258,3.833333333,204,165,144,0
10_1_0_20170109203556029.jpg,0.887820513,0.608974359,0.25631769,0.342960289,0.093862816,0.490384615,0.086642599,0.201923077,0.331578947,11.17647059,0.267148014,0.180505415,5.884615385,215,177,162,0
10_1_0_20170109203608654.jpg,0.896907216,0.567010309,0.298850575,0.367816092,0.103448276,0.412371134,0.068965517,0.18556701,0.327272727,11,0.206896552,0.137931034,4.444444444,217,171,143,0
10_1_0_20170109203642966.jpg,0.900414938,0.709543568,0.350230415,0.442396313,0.133640553,0.381742739,0.092165899,0.190871369,0.269005848,7.772727273,0.207373272,0.110599078,3.172413793,238,204,185,0
10_1_0_20170109203653735.jpg,0.863636364,0.720779221,0.390977444,0.496240602,0.120300752,0.37012987,0.105263158,0.188311688,0.261261261,9.25,0.157894737,0.120300752,3.5625,232,181,171,0
10_1_0_20170109203759972.jpg,0.81981982,0.633633634,0.355311355,0.421245421,0.142857143,0.336336336,0.065934066,0.156156156,0.246445498,8.44,0.212454212,0.117216117,2.871794872,239,224,211,0
10_1_0_20170109203905538.jpg,0.921511628,0.627906977,0.334384858,0.391167192,0.104100946,0.415697674,0.056782334,0.188953488,0.300925926,8.64,0.214511041,0.123028391,4.333333333,201,144,127,0
10_1_0_20170109203917216.jpg,0.845474614,0.523178808,0.38381201,0.436031332,0.133159269,0.357615894,0.052219321,0.220750552,0.421940928,9.875,0.206266319,0.11227154,3.176470588,155,114,84,0
10_1_0_20170109203924076.jpg,0.828571429,0.6,0.344827586,0.396551724,0.120689655,0.428571429,0.051724138,0.185714286,0.30952381,10.5,0.24137931,0.137931034,4.285714286,197,170,156,0
10_1_0_20170109204148144.jpg,0.932926829,0.591463415,0.294117647,0.385620915,0.104575163,0.341463415,0.091503268,0.170731707,0.288659794,9.7,0.254901961,0.169934641,3.5,215,181,167,0
10_1_0_20170109204244904.jpg,0.886075949,0.594936709,0.242857143,0.357142857,0.114285714,0.392405063,0.114285714,0.189873418,0.319148936,11.75,0.285714286,0.171428571,3.875,191,153,117,0
10_1_0_20170109204255055.jpg,0.85012285,0.611793612,0.335260116,0.410404624,0.089595376,0.427518428,0.075144509,0.184275184,0.301204819,8.892857143,0.187861272,0.106936416,5.612903226,225,174,129,0
10_1_0_20170109204259563.jpg,0.911917098,0.647668394,0.335227273,0.403409091,0.119318182,0.466321244,0.068181818,0.222797927,0.344,12.5,0.278409091,0.125,4.285714286,205,165,126,0
10_1_0_20170109204338404.jpg,0.879518072,0.65060241,0.342465753,0.438356164,0.095890411,0.457831325,0.095890411,0.228915663,0.351851852,9,0.232876712,0.123287671,5.428571429,157,119,99,0
10_1_0_20170109204422889.jpg,0.941747573,0.618122977,0.268041237,0.343642612,0.089347079,0.453074434,0.075601375,0.177993528,0.287958115,11.23529412,0.226804124,0.164948454,5.384615385,190,148,130,0
10_1_0_20170109204435809.jpg,0.836363636,0.598181818,0.363043478,0.430434783,0.145652174,0.398181818,0.067391304,0.18,0.300911854,11.75,0.243478261,0.104347826,3.268656716,208,179,154,0
10_1_0_20170109204502951.jpg,0.944444444,0.62962963,0.31372549,0.37254902,0.098039216,0.425925926,0.058823529,0.203703704,0.323529412,11.33333333,0.215686275,0.137254902,4.6,216,172,144,0
10_1_0_20170109204617417.jpg,0.932126697,0.71040724,0.334951456,0.412621359,0.13592233,0.343891403,0.077669903,0.176470588,0.248407643,8.263157895,0.203883495,0.116504854,2.714285714,236,191,164,0
10_1_0_20170109204746535.jpg,0.911074516,0.628653767,0.366018979,0.450519657,0.107546317,0.328530259,0.084500678,0.181967888,0.289456451,7.790816327,0.178038861,0.163578852,3.352941176,155,122,108,0
10_1_0_20170109204844109.jpg,1.029508197,0.68852459,0.292993631,0.375796178,0.117834395,0.344262295,0.082802548,0.196721311,0.285714286,8.75,0.207006369,0.175159236,2.837837838,237,191,162,0
10_1_0_20170109204859493.jpg,0.888888889,0.62745098,0.330882353,0.441176471,0.102941176,0.379084967,0.110294118,0.196078431,0.3125,8,0.242647059,0.125,4.142857143,192,135,105,0
10_1_0_20170109204931156.jpg,0.834625323,0.633074935,0.377708978,0.436532508,0.123839009,0.34625323,0.058823529,0.19121447,0.302040816,9.074074074,0.20123839,0.126934985,3.35,205,155,139,0
10_1_0_20170109205003280.jpg,0.853211009,0.596330275,0.344086022,0.408602151,0.129032258,0.449541284,0.064516129,0.19266055,0.323076923,9.285714286,0.23655914,0.11827957,4.083333333,235,179,161,0
10_1_0_20170109205134282.jpg,0.965317919,0.705202312,0.353293413,0.446107784,0.089820359,0.439306358,0.092814371,0.205202312,0.290983607,8.133333333,0.236526946,0.125748503,5.066666667,224,176,166,0
10_1_0_20170109205141310.jpg,0.87431694,0.644808743,0.371875,0.434375,0.075,0.453551913,0.0625,0.215846995,0.334745763,14.75,0.328125,0.1125,6.916666667,208,150,139,0
10_1_0_20170109205208368.jpg,1.015306122,0.612244898,0.281407035,0.386934673,0.090452261,0.357142857,0.105527638,0.178571429,0.291666667,10,0.246231156,0.150753769,3.888888889,221,171,175,0
10_1_1_20170109202938302.jpg,0.870967742,0.556451613,0.231481481,0.314814815,0.12037037,0.451612903,0.083333333,0.169354839,0.304347826,7.666666667,0.212962963,0.175925926,4.307692308,201,155,123,1
10_1_1_20170109203348828.jpg,0.900311526,0.582554517,0.292387543,0.363321799,0.124567474,0.42834891,0.070934256,0.190031153,0.326203209,11.33333333,0.243944637,0.157439446,3.819444444,185,152,133,1
10_1_1_20170109203520178.jpg,0.907590759,0.594059406,0.325454545,0.405454545,0.145454545,0.331683168,0.08,0.193069307,0.325,8.181818182,0.183636364,0.165454545,2.5125,238,201,182,1
10_1_1_20170109203522559.jpg,1.006309148,0.630914826,0.253918495,0.332288401,0.115987461,0.413249211,0.078369906,0.208201893,0.33,12.5,0.304075235,0.181818182,3.540540541,180,142,115,1
10_1_1_20170109204636561.jpg,0.957627119,0.618644068,0.283185841,0.362831858,0.132743363,0.381355932,0.079646018,0.203389831,0.328767123,6.636363636,0.212389381,0.14159292,3,151,97,60,1
10_1_1_20170110225155603.jpg,1,0.69047619,0.25,0.30952381,0.166666667,0.380952381,0.05952381,0.226190476,0.327586207,7.25,0.238095238,0.178571429,2.285714286,230,204,193,1
10_1_1_20170116225209209.jpg,0.886792453,0.613207547,0.29787234,0.404255319,0.14893617,0.349056604,0.106382979,0.20754717,0.338461538,13,0.234042553,0.127659574,2.642857143,180,114,97,1
10_1_1_20170117134313205.jpg,0.883116883,0.616883117,0.319852941,0.389705882,0.102941176,0.480519481,0.069852941,0.217532468,0.352631579,13.57142857,0.231617647,0.136029412,5.285714286,233,174,147,1
10_1_2_20170103201007646.jpg,0.856832972,0.592190889,0.306329114,0.374683544,0.118987342,0.390455531,0.06835443,0.199566161,0.336996337,9.75,0.194936709,0.144303797,3.829787234,201,155,116,2
10_1_2_20170104005417671.jpg,0.849162011,0.569832402,0.342105263,0.407894737,0.151315789,0.279329609,0.065789474,0.17877095,0.31372549,8.5,0.236842105,0.111842105,2.173913043,196,160,106,2
10_1_2_20170109201545634.jpg,0.972375691,0.596685083,0.306818182,0.357954545,0.107954545,0.359116022,0.051136364,0.17679558,0.296296296,8.307692308,0.193181818,0.176136364,3.421052632,205,159,151,2
10_1_2_20170109205037024.jpg,0.811023622,0.606299213,0.378640777,0.45631068,0.097087379,0.362204724,0.077669903,0.204724409,0.337662338,9.625,0.242718447,0.097087379,4.6,154,110,91,2
10_1_2_20170116175840105.jpg,0.98013245,0.609271523,0.310810811,0.378378378,0.121621622,0.331125828,0.067567568,0.185430464,0.304347826,10.22222222,0.222972973,0.155405405,2.777777778,186,156,134,2
10_1_3_20170104221633430.jpg,0.879120879,0.571428571,0.28125,0.35,0.11875,0.307692308,0.06875,0.164835165,0.288461538,8.666666667,0.25625,0.18125,2.947368421,163,129,114,3
